qCODE_SESSION|DESCRIPTION|DESCRIPTION_ACT|DESCRIPTION_NAT|NOM_COUR|LIEU_1|LIEU_2|ARRONDISSEMENT|ADRESSE|DATE_DEB|DATE_FIN|JOUR_SEMAINE|HEURE_DEBUT|HEURE_FIN
H2015|Bains libres - longueurs|Bains libres|Activites aquatiques|DCLVC de Beauport|Ecole secondaire de la Seigneurie|Piscine Seigneurie|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-03|2015-06-11|Dimanche|15:00:00|15:55:00
H2015|Bains libres - longueurs|Bains libres|Activites aquatiques|DCLVC de Beauport|Ecole secondaire de la Seigneurie|Piscine Seigneurie|Arrondissement de Beauport|645, avenue du Cenacle, Quebec (QC) G1E 1B3 |2015-01-03|2015-06-11|Dimanche|19:00:00|19:55:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-01-03|2015-06-07|Jeudi|19:00:00|20:25:00
H2015|Activites variees|Club de l'age d'or - Activites variees|Loisirs recreatifs|F.A.D.O.Q. Vanier inc.|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle Age d'or RC10|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-02|2015-06-15|Mardi|08:00:00|23:00:00
H2015|Artisanat - Tissage - Tricot - Vitrail fusion|Artisanat - Tissage - Tricot|Artisanat|Cercle de Fermieres de Vanier (Le)|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle des Fermieres RC19A - cours|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-13|2015-06-19|Mercredi|13:00:00|21:00:00
H2015|Artisanat - Tissage - Tricot - Vitrail fusion|Artisanat - Tissage - Tricot|Artisanat|Cercle de Fermieres de Vanier (Le)|Centre communautaire Fernand-Dufour|Centre com. Fernand-Dufour \ salle des Fermieres RC19|Arrondissement des Rivieres|222, avenue Ducharme, Quebec (QC) G1M 2H3 |2015-01-13|2015-06-19|Vendredi|13:00:00|21:00:00
E2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-06-29|2015-08-14|Vendredi|12:00:00|15:55:00
E2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Centre communautaire Michel-Labadie|Centre com. Michel-Labadie \ piscine interieure|Arrondissement des Rivieres|3705, avenue Chauveau, Quebec (QC) G2C 1A3 |2015-06-29|2015-08-14|Lundi|12:00:00|15:55:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Piscine Jos.-A.-Lachance|Piscine Jos.-A.-Lachance \ grand bassin|Arrondissement des Rivieres|2920, rue Claisse, Quebec (QC) G1P 4G7 |2015-01-01|2015-05-01|Dimanche|14:00:00|15:25:00
E2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC des Rivieres|Piscine Jos.-A.-Lachance|Piscine Jos.-A.-Lachance \ grand bassin|Arrondissement des Rivieres|2920, rue Claisse, Quebec (QC) G1P 4G7 |2015-06-29|2015-08-23|Vendredi|19:00:00|20:25:00
H2015|Taekwondo - enfant|Taekwondo (reservation)|Sports de combat|Club de taekwondo de la Capitale|Ecole primaire Anne-Hebert|Ecole Anne-Hebert gymnase|Arrondissement de La Cite-Limoilou|835, avenue Brown, Quebec (QC) G1S 4S1 |2015-01-05|2015-03-22|Mardi|18:00:00|19:15:00
E2015|Camp de jour|Camp de jour|Camp specialise|Jeunes Handicapes de Charlesbourg (Les)|Ecole Joseph-Paquin|Ecole Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-22|2015-08-10|Mercredi|08:30:00|16:30:00
E2015|Camp de jour|Camp de jour|Camp specialise|Jeunes Handicapes de Charlesbourg (Les)|Ecole Joseph-Paquin|Ecole Joseph-Paquin - Gymnase|Arrondissement de Charlesbourg|465, 64e Rue Est, Quebec (QC) G1H 1Y1 |2015-06-22|2015-08-10|Jeudi|08:30:00|16:30:00
H2015|Hockey sur glace - Libre|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ patinoire exterieure|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-08|2015-03-16|Dimanche|10:00:00|22:00:00
H2015|Hockey sur glace - Libre|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ patinoire exterieure|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-08|2015-03-16|Lundi|16:00:00|22:00:00
H2015|Hockey sur glace - Libre|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ patinoire exterieure|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-08|2015-03-16|Mercredi|16:00:00|22:00:00
H2015|Hockey sur glace - Ajout - Temps des fetes|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ patinoire exterieure|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-22|2015-01-05|Vendredi|10:00:00|22:00:00
H2015|Patinage libre|Patinage libre|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ surface glacee|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2014-12-08|2015-03-16|Lundi|16:00:00|22:00:00
H2015|Patinage libre - Ajout - Semaine de relache|Patinage libre|Sports de glace|Loisirs Vanier|Parc Victorin-Beaucage|Parc Victorin-Beaucage \ surface glacee|Arrondissement des Rivieres|380, rue Beaucage, Quebec (QC) G1M 1H8 |2015-03-02|2015-03-06|Mardi|10:00:00|22:00:00
H2015|Tissage|Tricot, broderie, tissage, frivolite|Artisanat|Cercle de Fermieres Saint-Monique Les Saules (Le)|Eglise Sainte-Monique|Eglise Sainte-Monique \ petite salle sous-sol|Arrondissement des Rivieres|2960, boulevard Masson, Quebec (QC) G1P 1J6 |2015-01-03|2015-08-31|Jeudi|08:30:00|22:00:00
H2015|Taekwondo - enfant|Taekwondo (reservation)|Sports de combat|Club de taekwondo de la Capitale|Ecole primaire Anne-Hebert|Ecole Anne-Hebert gymnase|Arrondissement de La Cite-Limoilou|835, avenue Brown, Quebec (QC) G1S 4S1 |2015-01-05|2015-03-22|Samedi|10:15:00|11:30:00
E2015|Recital de musique et poesie|Recital de musique et poesie|Evenement special|Societe artistique de Charlesbourg S.A.C.|Galerie d'art du  Trait-Carre (Maison Pierre-Lefebvre)|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7985, Le Trait-Carre Est, Quebec (QC) G1H 2Z1 |2015-07-12|2015-07-12|Dimanche|15:00:00|16:00:00
P2015|Galerie d'art du Trait-Carre|Galerie d'art du Trait-Carre|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art du  Trait-Carre (Maison Pierre-Lefebvre)|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7985, Le Trait-Carre Est, Quebec (QC) G1H 2Z1 |2015-06-24|2015-08-19|Mercredi|10:30:00|17:30:00
P2015|Patin a roues alignees - pratique libre|Patin a roues alignees - pratique libre|Sports et de plein air|Loisirs Guillaume-Mathieu inc.|Parc Guillaume Mathieu|Parc Guillaume-Mathieu|Arrondissement de Charlesbourg|720, avenue de Gironde, Quebec (QC) G1G 3H7 |2015-05-01|2015-10-12|Vendredi|16:00:00|22:00:00
P2015|Club de marche|Club de marche (soir)|Activites Physiques|Loisirs Du Jardin inc.|Pavillon du Jardin|Pavillon du Jardin - Salle Louisette Lachance|Arrondissement de Charlesbourg|5295, rue des Violettes, Quebec (QC) G1G 5L5 |2015-05-04|2015-06-12|Vendredi|08:30:00|09:30:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc des Brumes|Parc des Brumes \ patinoire exterieure|Arrondissement des Rivieres|6920, rue des Brumes, Quebec (QC) G2C 2A6 |2015-01-01|2015-03-08|Vendredi|16:00:00|22:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc des Brumes|Parc des Brumes \ surface glacee|Arrondissement des Rivieres|6920, rue des Brumes, Quebec (QC) G2C 2A6 |2015-01-01|2015-03-08|Dimanche|12:00:00|22:00:00
H2015|Patinage libre - Ajout - Temps des fetes|Patinage libre|Sports de glace|Loisirs Vanier|Parc Louis-Latulippe|Parc Louis-Latulippe \ surface glacee|Arrondissement des Rivieres|620, avenue Plante, Quebec (QC) G1M 3R5 |2014-12-22|2015-01-05|Jeudi|10:00:00|22:00:00
H2015|Hockey sur glace - Ajout - Semaine de relache|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Louis-Latulippe|Parc Louis-Latulippe \ patinoire exterieure|Arrondissement des Rivieres|620, avenue Plante, Quebec (QC) G1M 3R5 |2015-03-02|2015-03-06|Mercredi|10:00:00|22:00:00
H2015|Hockey sur glace - Libre|Hockey sur glace|Sports de glace|Loisirs Vanier|Parc Louis-Latulippe|Parc Louis-Latulippe \ patinoire exterieure|Arrondissement des Rivieres|620, avenue Plante, Quebec (QC) G1M 3R5 |2014-12-08|2015-03-16|Dimanche|10:00:00|22:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Parc du Pere-Frederic \ terrain de soccer|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Samedi|08:00:00|17:00:00
E2015|Tournoi soccer-Festival Tanguay|Evenement special|Evenement special|Club de soccer des Rivieres de Quebec|Complexe de soccer Chauveau|Complexe de soccer Chauveau \ terrain de soccer int. senior|Arrondissement des Rivieres|7200, boulevard de l'Ormiere, Quebec (QC) G2C 1C1 |2015-07-31|2015-08-02|Dimanche|08:00:00|17:00:00
H2015|Hockey sur glace|Hockey sur glace|Sports de glace|Loisirs et Sports Neufchatel inc.|Parc Saint-Andre|Parc Saint-Andre \ patinoire exterieure 4 saisons|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-01|2015-03-08|Dimanche|12:00:00|22:00:00
P2015|Exposium de peinture|Exposium de peinture|Exposition|Societe artistique de Charlesbourg S.A.C.|Carrefour Charlesbourg|Carrefour Charlesbourg|Arrondissement de Charlesbourg|8500, boulevard Henri-Bourassa, Quebec (QC) G1G 5X1 |2015-04-17|2015-04-19|Samedi|09:00:00|17:00:00
P2015|Bingo|Bingo|Loisirs recreatifs|Corporation de loisirs secteur N.D.L.|Bingo Jean-Talon|Bingo Jean-Talon|Arrondissement de Charlesbourg|1750, rue du Perigord, Quebec (QC) G1G 5X3 |2015-04-01|2015-12-31|Mardi|18:45:00|23:00:00
P2015|Bingo|Bingo|Loisirs recreatifs|Loisirs de Saint-Rodrigue inc.|Bingo Centre-Bourg|Salle de Bingo Centre-Bourg|Arrondissement de Charlesbourg|1885, chemin de la Canardiere, Quebec (QC) G1J 2E5 |2015-04-01|2015-12-31|Dimanche|18:45:00|22:00:00
H2015|Ligue de sacs de sable|Sacs de sable|Loisirs recreatifs|Centre communautaire Jean-Guy Drolet|Centre communautaire Jean-Guy Drolet|C. c. Jean-Guy Drolet salle communautaire AB|Arrondissement de La Cite-Limoilou|16, rue Royal-Roussillon, Quebec (QC) G1L 2J7 |2015-01-09|2015-05-15|Vendredi|13:00:00|16:00:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Ferland|C. c. Ferland piscine interieure|Arrondissement de La Cite-Limoilou|1600, 8e Avenue, Quebec (QC) G1J 3N5 |2015-01-03|2015-06-19|Vendredi|12:00:00|13:20:00
H2015|Bain libre - Pour tous|Bain libre - Pour tous|Activites aquatiques|DCLVC de La Cite-Limoilou|Centre communautaire Ferland|C. c. Ferland piscine interieure|Arrondissement de La Cite-Limoilou|1600, 8e Avenue, Quebec (QC) G1J 3N5 |2015-01-03|2015-06-19|Mardi|19:00:00|20:25:00
H2015|Local ados|Programme adolescent|Loisirs jeunesse|Centre Mgr Marcoux inc.|Centre communautaire Mgr-Marcoux|C. c. Mgr-Marcoux local ados|Arrondissement de La Cite-Limoilou|1885, chemin de la Canardiere, Quebec (QC) G1J 2E5 |2015-01-12|2015-06-07|Vendredi|18:00:00|22:00:00
P2015|Galerie d'art Magella-Paradis « Revons d'ete »|Galerie d'art Magella-Paradis « Revons d'ete »|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art Magella-Paradis|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7970, Le Trait-Carre Ouest, Quebec (QC) G1H 4P4 |2015-06-24|2015-08-19|Samedi|10:30:00|17:30:00
P2015|Galerie d'art Magella-Paradis « Revons d'ete »|Galerie d'art Magella-Paradis « Revons d'ete »|Exposition|Societe artistique de Charlesbourg S.A.C.|Galerie d'art Magella-Paradis|Maison Pierre-Lefebvre Salle R.C.|Arrondissement de Charlesbourg|7970, Le Trait-Carre Ouest, Quebec (QC) G1H 4P4 |2015-06-24|2015-08-19|Jeudi|10:30:00|17:30:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique B|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Lundi|15:30:00|20:30:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique D|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Lundi|15:30:00|20:30:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique C|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Mercredi|15:30:00|20:00:00
H2015|Musique - Instruments varies|Musique - Instruments varies|Arts de la scene|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf  \ studio musique D|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-05-16|Jeudi|15:30:00|20:00:00
H2015|Volley-ball - Groupe communautaire|Volley-ball - Groupe communautaire|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Gymnase simple 2|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-14|2015-04-01|Mercredi|18:00:00|20:00:00
P2015|Handball - Groupe communautaire|Handball|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Gymnase simple 1|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-04-21|2015-05-26|Mardi|20:00:00|21:30:00
H2015|Volley-ball - Groupe communautaire|Volley-ball - Groupe communautaire|Sports et de plein air|Loisirs Lebourgneuf inc.|Centre communautaire Lebourgneuf|Centre com. Lebourgneuf \ Gymnase simple 2|Arrondissement des Rivieres|1650, boulevard La Morille, Quebec (QC) G2K 2L2 |2015-01-12|2015-03-30|Lundi|16:00:00|17:30:00
H2015|Hockey interieur - Pratique organisee|Hockey interieur - Pratique organisee|Sports et de plein air|Loisirs Duberger-Les Saules inc.|Ecole primaire Du Domaine|Ecole primaire Du Domaine \ gymnase simple|Arrondissement des Rivieres|1630, rue des Balsamines, Quebec (QC) G1M 2K9 |2015-01-06|2015-04-28|Mardi|20:00:00|22:00:00
H2015|Dessin assiste par ordinateur (D.A.O.)|Dessin assiste par ordinateur|Arts visuels|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-01-19|2015-03-13|Jeudi|08:45:00|16:00:00
H2015|Dessin assiste par ordinateur (D.A.O.)|Dessin assiste par ordinateur|Arts visuels|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-01-19|2015-03-13|Mardi|08:45:00|16:00:00
H2015|Comptabilite informatisee|Comptabilite informatisee|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-03-02|2015-03-27|Mercredi|08:45:00|16:00:00
P2015|Bureautique 1|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-15|Jeudi|08:45:00|16:00:00
P2015|Bureautique 1|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-15|Vendredi|08:45:00|16:00:00
P2015|Bureautique II|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-05-19|2015-06-12|Vendredi|08:45:00|16:00:00
P2015|Sites Web et medias sociaux en entreprise|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-01|Mercredi|08:45:00|16:00:00
P2015|Comptabilite Acomba et Simple comptable|Informatique|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-05-01|Lundi|08:45:00|16:00:00
P2015|Cours de francais oral - intermediaire/avance|Langue francaise|Loisir educatif|Centre R.I.R.E. 2000|Complexe Place Jacques-Cartier|CP Jacques-Cartier salle 01|Arrondissement de La Cite-Limoilou|SS-066-320, rue Saint-Joseph Est Est, Quebec (QC) G1K 8G5 |2015-04-07|2015-06-17|Jeudi|18:00:00|21:00:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs Du Jardin inc.|Parc Chabot|Parc Chabot|Arrondissement de Charlesbourg|1641, Avenue de Colmar, Quebec (QC) G1G 2C3 |2015-05-01|2015-08-31|Jeudi|16:00:00|23:00:00
P2015|St-Jean-Baptiste|St-Jean-Baptiste|Evenement special|Loisirs de Saint-Rodrigue inc.|Parc Henri-Casault|Parc Henri-Casault|Arrondissement de Charlesbourg|5395, 4e Avenue Ouest, Quebec (QC) G1H 6W5 |2015-06-23|2015-06-23|Mardi|16:00:00|22:00:00
H2015|Maison des jeunes Neufchatel|Maison des jeunes Neufchatel|Loisirs jeunesse|Maison des jeunes de St-Andre de Neufchatel (La)|Pavillon de service Saint-Andre|Pav. de service Saint-Andre \ salle rez-de-chaussee|Arrondissement des Rivieres|2125, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-01-01|2015-03-31|Jeudi|18:00:00|22:00:00
H2015|Activites sociales|Activites sociales|Loisirs recreatifs|Centre Social de la Croix Blanche|Centre social Croix blanche|Centre Social Croix Blanche salle 2|Arrondissement de La Cite-Limoilou|960, avenue Dessane, Quebec (QC) G1S 3J9 |2015-01-06|2015-05-29|Vendredi|19:00:00|23:45:00
E2015|Evenement special - Fete nationale|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-104-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-06-24|2015-06-24|Mercredi|08:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Parc St-Andre \ tennis 1-2|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Samedi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-101-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Jeudi|18:00:00|23:59:00
E2015|Evenement special - Festi-Parc|Evenement special|Evenement special|Loisirs et Sports Neufchatel inc.|Centre communautaire Charles-Auguste-Savard|Centre comm. C.-A.-Savard \ p. salle SS-104-1|Arrondissement des Rivieres|2155, boulevard Bastien, Quebec (QC) G2B 1B8 |2015-08-13|2015-08-16|Dimanche|08:00:00|23:59:00
P2015|Travailleurs de parc|Travailleurs de parc|Loisirs jeunesse|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-05|2015-08-03|Lundi|17:00:00|23:00:00
P2015|Travailleurs de parc|Travailleurs de parc|Loisirs jeunesse|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-05|2015-08-03|Mercredi|17:00:00|23:00:00
P2015|Patinage a roues alignees|Patinage a roues alignees|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-05-04|2015-11-06|Mardi|08:00:00|22:00:00
P2015|Volleyball libre|Volleyball libre|Sports et de plein air|Loisirs Du Plateau de Charlesbourg inc.|Parc Maurice-Dorion|Parc Maurice-Dorion|Arrondissement de Charlesbourg|8815, avenue Jean-Paquin, Quebec (QC) G1G 4W7 |2015-06-01|2015-09-06|Vendredi|08:00:00|22:00:00
H2015|Patinage libre prescolaire et aine|Patinage libre|Sports de glace|DCLVC de Beauport|Arena Gilles-Tremblay|Arena Gilles-Tremblay patinoire avec glace|Arrondissement de Beauport|1011, avenue Larue, Quebec (QC) G1C 1J5 |2015-01-03|2015-03-25|Mardi|13:00:00|14:20:00
P2015|Basketball|Basketball|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-04-26|2015-05-24|Dimanche|10:00:00|11:15:00
P2015|Hockey interieur - Groupe communautaire|Hockey interieur - Groupe communautaire|Sports et de plein air|Loisirs et Sports Neufchatel inc.|Centre recreatif Apprenti-Sage|Centre recreatif Apprenti-Sage \ gymnase simple|Arrondissement des Rivieres|2200, rue Coursol, Quebec (QC) G2B 4Y4 |2015-04-28|2015-07-14|Mardi|19:45:00|22:15:00
